原数据,标签
0 请稍等。 请问您 是 投保人 本人 吗 对 好的 好的 女士 您 稍等？ 您 是 办理 退保 的 社医保 通 这个 保单 嘛 对。 这边 的 话 我们 县 公司 帮您 反馈 了 先生 工作人员 告知 说 跟您 联系 了 跟您 联系 过 吗？  #,0 确认是否投保人本人
0 嗯 稍等。 您好 女士 请问您 是 投保人 本人 吗？ 对 叫什么 名字 厘米？ 好的 女士 看到 您 之前 有 来电 反馈 说 要 算一下 这个 万能账户 的 对 我想 看看 什么 对吧！  #,0 确认是否投保人本人
0 嗯 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 呃 您 您 先 稍等 我 这边 查询 到 保单 了 那个 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 媛 凤。 呃 您 不是 本人 对吧！  #,0 确认是否投保人本人
0 您 是 我们 您 是 投保人 本人 吗？ 对 请提供 您的 身份证 我给您 查一下。  #,0 确认是否投保人本人
0 您 是 投保人。  #,0 确认是否投保人本人
0 零三 六二 好的 查看 到 跟您 核对一下 您 是 投保人 本人 对。  #,0 确认是否投保人本人
0 检查 身体 您 是 投保人 本人 吗？ 我 是。 那您 先 说一下 您 保单号 或者 您 身份证号 我 先 查一下 您 名下 有什么 保单？  #,0 确认是否投保人本人
0 为了 保障 您的 信息安全 跟您 核对一下 信息 请问 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 我 说什么 来 的 您好 先生 请问您 是 投保人 本人 吗？ 对 陈 协助 身份验证 请问您 叫什么 名字？ 我 在 王 骁。 然后 黄 先生 您好 感谢您 的 配合 核对 成功 是 要 变更 您的 身份证 有效期 是吗？ 啊！ 这边 看到 您 有效期 登记 的 是 到 二 零二 六年 三月 九号， 就是 确实 准确 的 吗？ 二零 二 六零 三月 九号 费 阿。 嗯 应该 是 不用 变 吧 这边 的 话 登记 就是 二零 二 六年 三月 九号。  #,0 确认是否投保人本人
0 您 是 投保人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 今年 扣 了 没有， 好 先生 请问您 是 投保人 是吗？  #,0 确认是否投保人本人
0 投保人 吗 投保人 在吗？ 啊 投保人 是吧 嗯 那 请问您 是 要 咨询 嗯 大致 跟我 说一下 这个 情况 我 大致 给您 讲 一下吧！  #,0 确认是否投保人本人
0 那您 这边 反馈 的 问题 是 您 本人 的 吗 请 不要挂机？ 您 给我 讲 的 用户 正在 通话 中 所以 抽奖 指的是 可爱 的 一家 有 别 的 呢？ 您好。 请 不要挂机， 您 拨 叫 的 用户 正在 通话 中 所以 抽奖 的 是 隔 的 一家 由 您 自己 呢？ 哦！  #,0 确认是否投保人本人
0 嗯， 为了维护 信息安全 请 协助 一下 身份验证 请问您 是 投保人 本人 吗 您 叫什么 名字 啊！#,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？ 不是 那 投保。 #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 好 帮您 看一下 您 是 投保人 本人 吗？ 您 报一下 身份证号。  #,0 确认是否投保人本人
0 您 是 投保人 是吗？  #,0 确认是否投保人本人
0 投保人 是 年 对 吗？ 就 买保险 的 这 个人 出钱 的 这个 人 是 您 吗 对 对 对 对 您 提供 一下 您的 身份证号码？  #,0 确认是否投保人本人
0 您 稍等 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 那您 跟他 买 的 是 就 单独 是 投保人 是 您 自己 是吧！  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？ 嗯 请 说一下 身份证号码 或者是 保单号码 这边 跟您 看一下。  #,0 确认是否投保人本人
0 简单 先 跟您 做 一下 身份验证 女士 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 简单 先 跟您 做 一下 身份验证 女士 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 二 四 七零 好 请您 稍等。 嗯嗯 嗯 啊 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯 在 您 投保人 本人 接下 电话。  #,0 确认是否投保人本人
0 您好 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 那 这个 的 话 可以 需要 提供 保单号 才 能 查询 投保人 是 您 对 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 通 本人 是吗？  #,0 确认是否投保人本人
0 嗯 好 请问您 是 投保人 本人 是吗？  #,0 确认是否投保人本人
0 好 那 请问 一下 您 是 投保人 本人 吗 请问 一下 您 叫什么 名字 锕？  #,0 确认是否投保人本人
0 请问您 是 投保人 吗？ 哦 是 那 请问 叫什么 名字 锕！ 程序 华 嗯 您 要 把 卡号 给你 承担 一个。  #,0 确认是否投保人本人
0 稍等。 好的 已经 查询 到 保单 了。 然后 请问您 是 投保人 吗？  #,0 确认是否投保人本人
0 零零 八八。 嗯 请问您 是 投保人 吗？  #,0 确认是否投保人本人
0 一九 六四。 零三 幺零， 零三 幺零 是吗 嗯 四幺 二二？ 好的 稍等 一下。 您好 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯 好 您 稍等 一下 请问您 是 投保人 本人 是吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 哦 您 是 投保人 本人 吗！  #,0 确认是否投保人本人
0 好 您 稍等， 请问您 是 投保人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 吗？  #,0 确认是否投保人本人
0 好的 已经 查询 到 保单 了 请问您 是 投保人 吗？  #,0 确认是否投保人本人
0 好 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯。 请稍等 您好 为了 确保您 的 信息安全 与您 核实一下 信息 请问您 是 投保人 本人 吗？ 对 对 对 请问 您的 姓名 是。  #,0 确认是否投保人本人
0 这个 是。 合同编号 您好 您 母亲 这个 电话 我 跟她 核对一下 身份。 哦 那您 跟他 说了！ 嗯 你 说吧 为了 保障 您的 信息安全 与您 核对一下 信息 请问您 是 投保人 本人 吗？ 嗯 请问您 叫什么 名字？ 箱 金立 您 提供 一下 您的 身份证号。 哦！  #,0 确认是否投保人本人
0 为了维护 您的 信息安全 请 协助 一下 身份验证 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗 先生 嗯 对 提供 一下 您的 姓名？ 零零一， 感谢您 配合 稍等 帮您 看一下！ 名下 分 住院 费用 补偿 医疗保险 二零一 四 这个 会 根据 被保险 年龄 费率 都 会 有 增长 的。  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 对吧！  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗 女士 嗯？  #,0 确认是否投保人本人
0 您 是 投保人 吗？  #,0 确认是否投保人本人
0 一九七八 嗯。 零三 幺八 嗯。 零五三 二 为了 保证 信息安全 请您 协助 身份验证 请问您 是 投保人 本人 吗？ 对 嗯 请问您 叫什么 名字？ 你 如果 成 感谢 配合 核对 成功 这边 看到 您 是 公司 的 黄金 问题。  #,0 确认是否投保人本人
0 好的。 申请 的 通 的 是 被保险人 本人 对吧！ 二四二。 您 刚刚 说 他 确诊 的 疾病。  #,0 确认是否投保人本人
0 嗯 你好 我跟你 说 一个 保单 合同号 您 给我 算一下 如果 现在 退保 的 话。 呢 能 退 多少钱？ 哦 您 是 投保人 吗！ 是 是。  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯 请稍等。 您好 跟您 核实一下 请问您 是 投保人 是吗 啊 对 五 点钟 好的 您 报 的 就是 您 就是 您 给 服务站 提供 的 信息 就是 幺三九 这个 电话 是吗？  #,0 确认是否投保人本人
0 您 是 这个 保单 的 投保人 是吗？  #,0 确认是否投保人本人
0 那 女士 我 这边 看到 不是 原 电话 来电 为了 您的 账户 信息安全 需要 协助 核实 身份 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您好 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 不是 投保人 本人 呀！  #,0 确认是否投保人本人
0 啊 那 请问您 是 投保人 本人 吗！ 我 是。  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 可以 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 是 投保人 本人 吗 对？ 嗯 您好 帮您 查到 您 这 是 有个 常青树 重大疾病保险 二零一 六， 喂 您好。  #,0 确认是否投保人本人
0 好， 好 有啥 看 呢 跟您 核对一下 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 吗？ 哦 我 这边 嗯 您 叫什么 名字 王 截屏！ 祝您 就是 四零零 至尊版 的 是吧！ 嗯  #,0 确认是否投保人本人
0 对 您 是 投保人 本人 是吧！  #,0 确认是否投保人本人
0 您 稍等。 您好 女士 请问您 是 投保人 本人 吗？ 是的 是的。  #,0 确认是否投保人本人
0 您 是 投保人 吗 那您 提供 一下 您 身份证号码 我 这边 帮您 查询 到 保单信息 哦！  #,0 确认是否投保人本人
0 您好 女士 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 稍等。 您 是 投保人 本人 吗？ 叫什么 名字 锕？  #,0 确认是否投保人本人
0 好像 是 能 你 一 看 就 能 查到 先生 您 和 我 说一下 您的 保单号 或者 身份证号 我帮您 查询。 嗯 身份证号码 幺五二 六 三四 嗯， 九九 零 嗯。 零二 二幺 恩。 四 二二 四， 请问您 投保人 本人 吗？ 对 本人。 好的。 您好 李 女士。 嗯， 您 稍等 我帮您 查询。 呃 你好 李 女士 查到 您 保单 上 留 的 是 一个 幺三 六 手机号。 幺三 六 手机号 对 不是 我给您 打 的 是 这个， 幺五 八 的， 幺三 六 手机号 还 在 用 吗？  #,0 确认是否投保人本人
0 嗯 您 稍等。 就是 投保人 的 吗？  #,0 确认是否投保人本人
0 那 请问 一下 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯 您好 先生 请问您 是 投保人 本人 对 吗？ 啊 对 请 协助 身份验证 请问您 叫什么 名字！  #,0 确认是否投保人本人
0 对 嗯 您 是 投保人 本人 吗？ 对 嗯 您 这个 保单 您 现在 来电 手机号 是 保 到 预留 手机号 吗？ 哦 不是！ 无效 保单 预留 手机号 来电 投保人 来电 才 能 更改 的。  #,0 确认是否投保人本人
0 嗯 您 是 投保人 吗？ 嗯。 嗯 提供 您 保单号 或 身份证号 我帮您 看一下 嘛。  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 投保人 请问 是 您 本人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗 说一下 身份证号 或 保单号 这边 看一下 您的 保单？  #,0 确认是否投保人本人
0 您好 为了 确保您 的 信息安全 这边 与您 核实一下 信息 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯 您好 女士 为了维护 您的 信息安全 请您 协助 完成 身份验证 请问您 是 投保人 本人 吗？ 对 请问您 叫什么 名字？  #,0 确认是否投保人本人
0 嗯。 八二 零四， 七八 八一。 嗯 为了 保证 信息安全 跟您 核对一下 身份 您 是 投保人 本人 吗？ 嗯 不是。 您 不是 投保人 本人。  #,0 确认是否投保人本人
0 一三 九八。 一 六二 五四 零 八八 嗯 被保险人 也是 他 本人 是吗 对？ 嗯 感谢您 配合 是否 成功。 那 是 还 没有 交 还 没 扣费 是吧！ 是， 银行卡 是 这个 工 中国工商 银行卡 吧！  #,0 确认是否投保人本人
0 六零 二 八。 您好 为了 确保您 的 信息安全 这边 跟您 核实一下 信息 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯 您 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 四 八 九六。 六六 八八 六六 八八。 啊！ 嗯 好的。 请问您 是 投保人 本人 吗？ 是的 请问您 叫什么 名字 锕？ 好 行 那。 好的 呃 核实 到 您 保单 留 的 是 一个 幺八 零 的 手机号码。  #,0 确认是否投保人本人
0 好的 已经 查询 到 保单 了 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯。 四 二 二三。 四 二 二三 对吧 嗯。 您好 女士 请问您 是 投保人 本人 吗？ 对 啊 请问您 叫什么 名字？ 张 青， 好 感谢 配合 信息 核实 成功。 我 这边 的 话 看到 您 是 从 个险 那 边 业务员 那 边 购买 的 对 如果您 要 退 的 话 是 要 去 我们 保险公司 柜面 申请 退保。  #,0 确认是否投保人本人
0 好的 已经 查询 到 保单 了 您 是 投保人 吗？ 对 姓名 麻烦 提供 一下。  #,0 确认是否投保人本人
0 投保人 的 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 那您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 不是 投保人 本人 是吗？ 哎 对 我想 到 呀！  #,0 确认是否投保人本人
0 好 您 稍等 那 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 那 这边 请问 一下 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 是 您 本人 是吧！  #,0 确认是否投保人本人
0 嗯 好 稍等 为保障 您 信息安全 需要 跟您 核对一下 身份 信息 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您好 女士 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您好 请问 一下 您 是 投保人。  #,0 确认是否投保人本人
0 为了维护 您的 信息安全 需要 坐下 身份验证 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 被保险人 是 他 本人 吗？  #,0 确认是否投保人本人
0 呃 请问您 是 投保人 吗？ 是的 嗯 请问 叫什么 名字？  #,0 确认是否投保人本人
0 您 是 投保人 本人 是吗？  #,0 确认是否投保人本人
0 好 女士 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗 先生？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 是吧！  #,0 确认是否投保人本人
0 嗯 您好 请问 一下 您 是 投保人 本人 吗 女士？  #,0 确认是否投保人本人
0 为了维护 您的 信息安全 需要 坐下 身份验证 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 六 三 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 嗯， 请问您 是 投保人 吗？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗 已经 购买 了 还是 没有 购买 呢？  #,0 确认是否投保人本人
0 请问您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 零二 二八 是吗？ 为了 您的 信息安全 跟您 核对一下 身份 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 您 是 投保人 本人 吗？  #,0 确认是否投保人本人
0 先生 您 本人 是吗？ 行。 嗯 女士 这边 看到 今天上午 是 有 客服 帮您 记录 过 的 您 这边是 有 业务员 回复 您 了 您 是否 有用 有什么 问题 呢？  #,0 确认是否投保人本人
